title,year,cover_date,journal,authors,doi,eid,scopus_id,citedby_count,subtype,description
"Analysis of white matter damage in patients with multiple sclerosis via a novel in Vivo MR method for measuring myelin, axons, and G-ratio",2017,2017-10-01,American Journal of Neuroradiology,Hagiwara A.,10.3174/ajnr.A5312,2-s2.0-85031741819,SCOPUS_ID:85031741819,44,Article,
"Age, sex, and racial differences in neuroimaging use in acute stroke: A population-based study",2017,2017-10-01,American Journal of Neuroradiology,Vagal A.,10.3174/ajnr.A5340,2-s2.0-85031733618,SCOPUS_ID:85031733618,14,Conference Paper,
Anatomic location of tumor predicts the accuracy of motor function localization in diffuse lower-grade gliomas involving the hand knob area,2017,2017-10-01,American Journal of Neuroradiology,Fang S.,10.3174/ajnr.A5342,2-s2.0-85031709373,SCOPUS_ID:85031709373,33,Article,
Endovascular treatment of dural arteriovenous fistulas of the transverse and sigmoid sinuses using transarterial balloon-Assisted embolization combined with transvenous balloon protection of the venous sinus,2017,2017-10-01,American Journal of Neuroradiology,Piechowiak E.,10.3174/ajnr.A5333,2-s2.0-85031720934,SCOPUS_ID:85031720934,49,Article,
In vivo imaging of venous side cerebral small-vessel disease in older adults: An MRI method at 7T,2017,2017-10-01,American Journal of Neuroradiology,Shaaban C.E.,10.3174/ajnr.A5327,2-s2.0-85031742272,SCOPUS_ID:85031742272,47,Article,
"Intracranial perishunt catheter fluid collections with edema, a sign of shunt malfunction: Correlation of CT/MRI and nuclear medicine findings",2017,2017-09-01,American Journal of Neuroradiology,Kale H.,10.3174/ajnr.A5291,2-s2.0-85029234460,SCOPUS_ID:85029234460,7,Conference Paper,
"Pericortical enhancement on delayed postgadolinium fluid-attenuated inversion recovery images in normal aging, mild cognitive impairment, and Alzheimer disease",2017,2017-09-01,American Journal of Neuroradiology,Freeze W.M.,10.3174/ajnr.A5273,2-s2.0-85029232487,SCOPUS_ID:85029232487,37,Article,
Prospective comparison of changes in lumbar spine MRI findings over time between individuals with acute low back pain and controls: An exploratory study,2017,2017-09-01,American Journal of Neuroradiology,Panagopoulos J.,10.3174/ajnr.A5357,2-s2.0-85029231047,SCOPUS_ID:85029231047,16,Review,
"Sigmoid sinus diverticulum, dehiscence, and venous sinus stenosis: Potential causes of pulsatile tinnitus in patients with idiopathic intracranial hypertension?",2017,2017-09-01,American Journal of Neuroradiology,Lansley J.A.,10.3174/ajnr.A5277,2-s2.0-85029212406,SCOPUS_ID:85029212406,51,Conference Paper,
New ultrasound measurements to bridge the gap between prenatal and neonatal brain growth assessment,2017,2017-09-01,American Journal of Neuroradiology,Koning I.V.,10.3174/ajnr.A5278,2-s2.0-85029231861,SCOPUS_ID:85029231861,18,Article,
Association between intracranial atherosclerotic calcium burden and angiographic luminal stenosis measurements,2017,2017-09-01,American Journal of Neuroradiology,Baradaran H.,10.3174/ajnr.A5310,2-s2.0-85029230411,SCOPUS_ID:85029230411,14,Article,
Characteristics of CSF velocity-time profile in posttraumatic syringomyelia,2017,2017-09-01,American Journal of Neuroradiology,Yeo J.,10.3174/ajnr.A5304,2-s2.0-85029226988,SCOPUS_ID:85029226988,18,Article,
Syringohydromyelia in patients with Chiari i malformation: A retrospective analysis,2017,2017-09-01,American Journal of Neuroradiology,Gad K.A.,10.3174/ajnr.A5290,2-s2.0-85029210103,SCOPUS_ID:85029210103,30,Article,
Is hippocampal volumetry really all that matters?,2017,2017-09-01,American Journal of Neuroradiology,Haller S.,10.3174/ajnr.A5250,2-s2.0-85029231559,SCOPUS_ID:85029231559,2,Letter,
Amide proton transfer imaging allows detection of glioma grades and tumor proliferation: Comparison with Ki-67 expression and proton MR spectroscopy imaging,2017,2017-09-01,American Journal of Neuroradiology,Su C.,10.3174/ajnr.A5301,2-s2.0-85029218901,SCOPUS_ID:85029218901,64,Article,
Influence of carotid siphon anatomy on brain aneurysm presentation,2017,2017-09-01,American Journal of Neuroradiology,Waihrich E.,10.3174/ajnr.A5285,2-s2.0-85029215297,SCOPUS_ID:85029215297,13,Article,
Relationship between glioblastoma heterogeneity and survival time: An MR imaging texture analysis,2017,2017-09-01,American Journal of Neuroradiology,Liu Y.,10.3174/ajnr.A5279,2-s2.0-85029212812,SCOPUS_ID:85029212812,84,Article,
Ethanol ablation of ranulas: Short-term follow-up results and clinicoradiologic factors for successful outcome,2017,2017-09-01,American Journal of Neuroradiology,Ryu K.H.,10.3174/ajnr.A5292,2-s2.0-85029219763,SCOPUS_ID:85029219763,12,Article,
"Current and emerging therapies in multiple sclerosis: Implications for the radiologist, part 2-surveillance for treatment complications and disease progression",2017,2017-09-01,American Journal of Neuroradiology,McNamara C.,10.3174/ajnr.A5148,2-s2.0-85029222232,SCOPUS_ID:85029222232,10,Review,
How common is signal-intensity increase in optic nerve segments on 3D double inversion recovery sequences in visually asymptomatic patients with multiple sclerosis?,2017,2017-09-01,American Journal of Neuroradiology,Sartoretti T.,10.3174/ajnr.A5262,2-s2.0-85029225009,SCOPUS_ID:85029225009,21,Article,
Analysis of 30 spinal angiograms falsely reported as normal in 18 patients with subsequently documented spinal vascular malformations,2017,2017-09-01,American Journal of Neuroradiology,Barreras P.,10.3174/ajnr.A5275,2-s2.0-85029227950,SCOPUS_ID:85029227950,32,Article,
LAST 2 CH 2 ANCE: A summary of selection criteria for thrombectomy in acute ischemic stroke,2017,2017-09-01,American Journal of Neuroradiology,Yang P.,10.3174/ajnr.A5249,2-s2.0-85029229905,SCOPUS_ID:85029229905,4,Letter,
Identification and quantitative assessment of different components of intracranial atherosclerotic plaque by ex vivo 3T high-resolution multicontrast MRI,2017,2017-09-01,American Journal of Neuroradiology,Jiang Y.,10.3174/ajnr.A5266,2-s2.0-85029232924,SCOPUS_ID:85029232924,11,Article,
Comparison of gadoterate meglumine and gadobutrol in the MRI diagnosis of primary brain tumors: A double-blind randomized controlled intraindividual crossover study (the REMIND study),2017,2017-09-01,American Journal of Neuroradiology,Maravilla K.R.,10.3174/ajnr.A5316,2-s2.0-85029216496,SCOPUS_ID:85029216496,22,Article,
"Current and emerging therapies in multiple sclerosis: Implications for the radiologist, part 1-mechanisms, efficacy, and safety",2017,2017-09-01,American Journal of Neuroradiology,McNamara C.,10.3174/ajnr.A5147,2-s2.0-85029217323,SCOPUS_ID:85029217323,11,Review,
Diagnostic performance of a 10-minute gadolinium-enhanced brain MRI protocol compared with the standard clinical protocol for detection of intracranial enhancing lesions,2017,2017-09-01,American Journal of Neuroradiology,Fagundes J.,10.3174/ajnr.A5293,2-s2.0-85029234794,SCOPUS_ID:85029234794,19,Article,
MRI of the swallow tail sign: A useful marker in the diagnosis of lewy body dementia?,2017,2017-09-01,American Journal of Neuroradiology,Shams S.,10.3174/ajnr.A5274,2-s2.0-85029223794,SCOPUS_ID:85029223794,57,Article,
Optimization of DSC MRI echo times for CBV measurements using error analysis in a pilot study of high-grade gliomas,2017,2017-09-01,American Journal of Neuroradiology,Bell L.C.,10.3174/ajnr.A5295,2-s2.0-85029232690,SCOPUS_ID:85029232690,9,Article,
Reply,2017,2017-09-01,American Journal of Neuroradiology,Tanpitukpongse T.P.,10.3174/ajnr.A5259,2-s2.0-85029232594,SCOPUS_ID:85029232594,0,Letter,
Diagnostic utility of increased STIR signal in the posterior atlanto-occipital and atlantoaxial membrane complex on MRI in acute C1-C2 fracture,2017,2017-09-01,American Journal of Neuroradiology,Chang Y.M.,10.3174/ajnr.A5284,2-s2.0-85029224231,SCOPUS_ID:85029224231,9,Article,
Increased curvature of the tentorium cerebelli in idiopathic intracranial hypertension,2017,2017-09-01,American Journal of Neuroradiology,Morris P.P.,10.3174/ajnr.A5289,2-s2.0-85029215822,SCOPUS_ID:85029215822,10,Article,
FDG-PET/CT or MRI for the diagnosis of primary progressive aphasia?,2017,2017-09-01,American Journal of Neuroradiology,Matias-Guiu J.A.,10.3174/ajnr.A5255,2-s2.0-85029211069,SCOPUS_ID:85029211069,4,Letter,
Value of thrombus CT CHARACTERISTICS in PATIENTS with ACUTE ISCHEMIC STROKE,2017,2017-09-01,American Journal of Neuroradiology,Borst J.,10.3174/ajnr.A5331,2-s2.0-85029212636,SCOPUS_ID:85029212636,37,Article,
Carotid plaque morphology and ischemic vascular brain disease on MRI,2017,2017-09-01,American Journal of Neuroradiology,Van Den Bouwhuijsen Q.J.A.,10.3174/ajnr.A5288,2-s2.0-85029225926,SCOPUS_ID:85029225926,20,Article,
Risk factor analysis of recanalization timing in coiled aneurysms: Early versus late recanalization,2017,2017-09-01,American Journal of Neuroradiology,Jeon J.P.,10.3174/ajnr.A5267,2-s2.0-85029230916,SCOPUS_ID:85029230916,25,Article,
Syringomyelia fluid dynamics and cord motion revealed by serendipitous null point artifacts during cine MRI,2017,2017-09-01,American Journal of Neuroradiology,Honey C.M.,10.3174/ajnr.A5328,2-s2.0-85029223532,SCOPUS_ID:85029223532,13,Article,
T1 signal measurements in pediatric brain: Findings after multiple exposures to gadobenate dimeglumine for imaging of nonneurologic disease,2017,2017-09-01,American Journal of Neuroradiology,Schneider G.K.,10.3174/ajnr.A5270,2-s2.0-85029218678,SCOPUS_ID:85029218678,29,Article,
"Focal low and global high permeability predict the possibility, risk, and location of hemorrhagic transformation following intra-arterial thrombolysis therapy in acute stroke",2017,2017-09-01,American Journal of Neuroradiology,Li Y.,10.3174/ajnr.A5287,2-s2.0-85029212984,SCOPUS_ID:85029212984,20,Article,
Reply,2017,2017-09-01,American Journal of Neuroradiology,Sajjadi S.A.,10.3174/ajnr.A5261,2-s2.0-85029226402,SCOPUS_ID:85029226402,0,Letter,
Jugular anomalies in multiple sclerosis are associated with increased collateral venous flow,2017,2017-08-01,American Journal of Neuroradiology,Sethi S.K.,10.3174/ajnr.A5219,2-s2.0-85027394883,SCOPUS_ID:85027394883,15,Article,
MR imaging in sudden sensorineural hearing loss. Time to talk,2017,2017-08-01,American Journal of Neuroradiology,Conte G.,10.3174/ajnr.A5230,2-s2.0-85027421130,SCOPUS_ID:85027421130,39,Review,
The impact of conscious sedation versus general anesthesia for stroke thrombectomy on the predictive value of collateral status: A post Hoc analysis of the SIESTA trial,2017,2017-08-01,American Journal of Neuroradiology,Schönenberger S.,10.3174/ajnr.A5243,2-s2.0-85027397339,SCOPUS_ID:85027397339,12,Article,
Does 3T fetal MRI improve image resolution of normal brain structures between 20 and 24 weeks' gestational age?,2017,2017-08-01,American Journal of Neuroradiology,Priego G.,10.3174/ajnr.A5251,2-s2.0-85027409718,SCOPUS_ID:85027409718,31,Article,
Is an intact posterior vertebral body cortex protective for percutaneous ablation?,2017,2017-08-01,American Journal of Neuroradiology,Gemmete J.,10.3174/ajnr.A5235,2-s2.0-85027418963,SCOPUS_ID:85027418963,1,Note,
Reliability of white matter microstructural changes in HIV infection: Meta-analysis and confirmation,2017,2017-08-01,American Journal of Neuroradiology,O'Connor E.E.,10.3174/ajnr.A5229,2-s2.0-85027420314,SCOPUS_ID:85027420314,34,Article,
Dentate update: Imaging features of entities that affect the dentate nucleus,2017,2017-08-01,American Journal of Neuroradiology,Bond K.M.,10.3174/ajnr.A5138,2-s2.0-85027403662,SCOPUS_ID:85027403662,51,Review,
Effect of retrievable stent size on endovascular treatment of acute ischemic stroke: A multicenter study,2017,2017-08-01,American Journal of Neuroradiology,Yang D.,10.3174/ajnr.A5232,2-s2.0-85027396921,SCOPUS_ID:85027396921,24,Article,
Perfusion MR imaging using a 3D pulsed continuous arterial spin-labeling method for acute cerebral infarction classified as branch atheromatous disease involving the lenticulostriate artery territory,2017,2017-08-01,American Journal of Neuroradiology,Shinohara Y.,10.3174/ajnr.A5247,2-s2.0-85027410256,SCOPUS_ID:85027410256,16,Article,
Temporal evolution of disc in young patients with low back pain and stress reaction in lumbar vertebrae,2017,2017-08-01,American Journal of Neuroradiology,Sharma A.,10.3174/ajnr.A5237,2-s2.0-85027413154,SCOPUS_ID:85027413154,11,Article,
Reply,2017,2017-08-01,American Journal of Neuroradiology,Nawfel R.,10.3174/ajnr.A5242,2-s2.0-85027400565,SCOPUS_ID:85027400565,0,Letter,
Head-to-head visual comparison between brain perfusion SPECT and arterial spin-labeling MRI with different postlabeling delays in Alzheimer disease,2017,2017-08-01,American Journal of Neuroradiology,Kaneta T.,10.3174/ajnr.A5238,2-s2.0-85027394832,SCOPUS_ID:85027394832,9,Article,
Non-contrast-enhanced silent scan MR angiography of intracranial anterior circulation aneurysms treated with a low-profile visualized intraluminal support device,2017,2017-08-01,American Journal of Neuroradiology,Takano N.,10.3174/ajnr.A5223,2-s2.0-85027411706,SCOPUS_ID:85027411706,50,Article,
The initial area under the curve derived from dynamic contrast-enhanced MRI improves prognosis prediction in glioblastoma with unmethylated MGMT promoter,2017,2017-08-01,American Journal of Neuroradiology,Choi Y.S.,10.3174/ajnr.A5265,2-s2.0-85027400393,SCOPUS_ID:85027400393,15,Article,
Influence of ultra-low-dose and iterative reconstructions on the visualization of orbital soft tissues on maxillofacial CT,2017,2017-08-01,American Journal of Neuroradiology,Widmann G.,10.3174/ajnr.A5239,2-s2.0-85027399581,SCOPUS_ID:85027399581,11,Article,
"Regarding ""what is the ideal core number for ultrasonography-guided thyroid biopsy of cytologically inconclusive nodules?""",2017,2017-08-01,American Journal of Neuroradiology,Park H.,10.3174/ajnr.A5231,2-s2.0-85027406630,SCOPUS_ID:85027406630,2,Letter,
"Differentiation between treatment-induced necrosis and recurrent tumors in patients with metastatic brain tumors: Comparison among 11C-Methionine-PET, FDG-PET, MR permeability imaging, and MRI-ADC-preliminary results",2017,2017-08-01,American Journal of Neuroradiology,Tomura N.,10.3174/ajnr.A5252,2-s2.0-85027419966,SCOPUS_ID:85027419966,61,Article,
Functional connectivity in virally suppressed patients with HIV-associated neurocognitive disorder: A resting-state analysis,2017,2017-08-01,American Journal of Neuroradiology,Chaganti J.R.,10.3174/ajnr.A5246,2-s2.0-85027405194,SCOPUS_ID:85027405194,51,Article,
"Regarding ""differences in hemodynamics and rupture rate of aneurysms at the bifurcation of the basilar and internal carotid arteries""",2017,2017-08-01,American Journal of Neuroradiology,Li W.,10.3174/ajnr.A5224,2-s2.0-85027398298,SCOPUS_ID:85027398298,2,Letter,
E-ASPECTS correlates with and is predictive of outcome after mechanical thrombectomy,2017,2017-08-01,American Journal of Neuroradiology,Pfaff J.,10.3174/ajnr.A5236,2-s2.0-85027419646,SCOPUS_ID:85027419646,72,Article,
Diffusional kurtosis imaging of the corticospinal tract in multiple sclerosis: Association with neurologic disability,2017,2017-08-01,American Journal of Neuroradiology,Spampinato M.V.,10.3174/ajnr.A5225,2-s2.0-85027399639,SCOPUS_ID:85027399639,14,Article,
Cumulative dose of macrocyclic gadolinium-based contrast agent improves detection of enhancing lesions in patients with multiple sclerosis,2017,2017-08-01,American Journal of Neuroradiology,Rovira A.,10.3174/ajnr.A5253,2-s2.0-85027407261,SCOPUS_ID:85027407261,14,Article,
Acute basilar artery occlusion: Differences in characteristics and outcomes after endovascular therapy between patients with and without underlying severe atherosclerotic stenosis,2017,2017-08-01,American Journal of Neuroradiology,Lee Y.Y.,10.3174/ajnr.A5233,2-s2.0-85027409072,SCOPUS_ID:85027409072,100,Article,
"Percutaneous spinal ablation in a sheep model: Protective capacity of an intact cortex, correlation of ablation parameters with ablation zone size, and correlation of postablation MRI and pathologic findings",2017,2017-08-01,American Journal of Neuroradiology,Wallace A.N.,10.3174/ajnr.A5228,2-s2.0-85027401545,SCOPUS_ID:85027401545,30,Article,
CT angiography ASPECTS predicts outcome much better than noncontrast CT in patients with stroke treated endovascularly,2017,2017-08-01,American Journal of Neuroradiology,Sallustio F.,10.3174/ajnr.A5264,2-s2.0-85027409686,SCOPUS_ID:85027409686,27,Article,
Transcranial duplex sonography predicts outcome following an intracerebral hemorrhage,2017,2017-08-01,American Journal of Neuroradiology,Camps-Renom P.,10.3174/ajnr.A5248,2-s2.0-85027412592,SCOPUS_ID:85027412592,24,Article,
Volumetric analysis from a harmonized multisite brain MRI study of a single subject with multiple sclerosis,2017,2017-08-01,American Journal of Neuroradiology,Shinohara R.T.,10.3174/ajnr.A5254,2-s2.0-85027405388,SCOPUS_ID:85027405388,103,Article,
Reply,2017,2017-08-01,American Journal of Neuroradiology,Doddasomayajula R.,10.3174/ajnr.A5240,2-s2.0-85027406441,SCOPUS_ID:85027406441,0,Letter,
"Regarding ""measured head CT/CTA skin dose and intensive care unit patient cumulative exposure""",2017,2017-08-01,American Journal of Neuroradiology,Ikuta I.,10.3174/ajnr.A5234,2-s2.0-85027420844,SCOPUS_ID:85027420844,1,Letter,
State of practice: Endovascular treatment of acute aneurysmal SAH in Germany,2017,2017-08-01,American Journal of Neuroradiology,Janssen H.,10.3174/ajnr.A5260,2-s2.0-85027417694,SCOPUS_ID:85027417694,8,Article,
Erratum: Widespread white matter alterations in patients with end-stage renal disease: A voxelwise diffusion tensor imaging study (American Journal of Neuroradiology (2013) 34 (1945-1951) DOI: 10.3174/ajnr.A3511),2017,2017-08-01,American Journal of Neuroradiology,,10.3174/ajnr.A5258,2-s2.0-85027398470,SCOPUS_ID:85027398470,0,Erratum,
MR imaging diagnosis of diencephalic-mesencephalic junction dysplasia in fetuses with developmental ventriculomegaly,2017,2017-08-01,American Journal of Neuroradiology,Severino M.,10.3174/ajnr.A5245,2-s2.0-85027400715,SCOPUS_ID:85027400715,22,Article,
Introduction of a dedicated emergency department MR imaging scanner at the barrow neurological institute,2017,2017-08-01,American Journal of Neuroradiology,Buller M.,10.3174/ajnr.A5210,2-s2.0-85027402749,SCOPUS_ID:85027402749,18,Review,
Treatment of tandem internal carotid artery aneurysms using a single pipeline embolization device: Evaluation of safety and efficacy,2017,2017-08-01,American Journal of Neuroradiology,Adeeb N.,10.3174/ajnr.A5221,2-s2.0-85027416769,SCOPUS_ID:85027416769,10,Article,
"To tPA or Not to tPA, that is the question",2017,2017-08-01,American Journal of Neuroradiology,Leslie-Mazwi T.M.,10.3174/ajnr.A5263,2-s2.0-85027409427,SCOPUS_ID:85027409427,12,Editorial,
Temporal and spatial variances in arterial spin-labeling are inversely related to large-artery blood velocity,2017,2017-08-01,American Journal of Neuroradiology,Robertson A.D.,10.3174/ajnr.A5257,2-s2.0-85027394665,SCOPUS_ID:85027394665,17,Article,
"Retrospective validation of a computer-assisted quantification model of intracerebral hemorrhage volume on accuracy, precision, and acquisition time, compared with standard ABC/2 manual volume calculation",2017,2017-08-01,American Journal of Neuroradiology,Xue W.,10.3174/ajnr.A5256,2-s2.0-85027404871,SCOPUS_ID:85027404871,11,Article,
"Nonmicrocephalic infants with congenital zika syndrome suspected only after neuroimaging evaluation compared with those with microcephaly at birth and postnatally: How large is the Zika virus ""iceberg""?",2017,2017-07-01,American Journal of Neuroradiology,Aragao M.F.V.V.,10.3174/ajnr.A5216,2-s2.0-85027002860,SCOPUS_ID:85027002860,116,Article,
Diffusional kurtosis imaging and motor outcome in acute ischemic stroke,2017,2017-07-01,American Journal of Neuroradiology,Spampinato M.V.,10.3174/ajnr.A5180,2-s2.0-85027024562,SCOPUS_ID:85027024562,34,Article,
Temporary stent-assisted coil embolization as a treatment option for wide-neck aneurysms,2017,2017-07-01,American Journal of Neuroradiology,Müller M.,10.3174/ajnr.A5204,2-s2.0-85027016580,SCOPUS_ID:85027016580,13,Article,
Impact of anesthesia on the outcome of acute ischemic stroke after endovascular treatment with the Solitaire stent retriever,2017,2017-07-01,American Journal of Neuroradiology,Slezak A.,10.3174/ajnr.A5183,2-s2.0-85027041357,SCOPUS_ID:85027041357,30,Article,
Pontomesencephalic atrophy and postural instability in Wilson disease,2017,2017-07-01,American Journal of Neuroradiology,Kalita J.,10.3174/ajnr.A5207,2-s2.0-85027079271,SCOPUS_ID:85027079271,10,Article,
"Carotid bulb webs as a cause of ""cryptogenic"" ischemic stroke",2017,2017-07-01,American Journal of Neuroradiology,Sajedi P.I.,10.3174/ajnr.A5208,2-s2.0-85027067372,SCOPUS_ID:85027067372,123,Article,
Apparent diffusion coefficient value changes and clinical correlation in 90 cases of cytomegalovirus-infected fetuses with unremarkable fetal MRI results,2017,2017-07-01,American Journal of Neuroradiology,Kotovich D.,10.3174/ajnr.A5222,2-s2.0-85027034747,SCOPUS_ID:85027034747,11,Article,
Zuckerkandl tubercle of the thyroid gland: Correlations between findings of anatomic dissections and CT imaging,2017,2017-07-01,American Journal of Neuroradiology,Won H.J.,10.3174/ajnr.A5172,2-s2.0-85027034962,SCOPUS_ID:85027034962,10,Article,
"TIPIC syndrome: Beyond the myth of carotidynia, a new distinct unclassified entity",2017,2017-07-01,American Journal of Neuroradiology,Lecler A.,10.3174/ajnr.A5214,2-s2.0-85027074935,SCOPUS_ID:85027074935,85,Article,
The central bright spot sign: A potential new MR imaging sign for the early diagnosis of anterior ischemic optic neuropathy due to giant cell arteritis,2017,2017-07-01,American Journal of Neuroradiology,Remond P.,10.3174/ajnr.A5205,2-s2.0-85027049799,SCOPUS_ID:85027049799,33,Article,
Erratum: Validation of an MRI brain injury and growth scoring system in very preterm infants scanned at 29- to 35-week postmenstrual age (American Journal of Neuroradiology (2017) 38 (1435-1442) DOI: 10.3174/ajnr.A5191),2017,2017-07-01,American Journal of Neuroradiology,Ware R.S.,10.3174/ajnr.A5448,2-s2.0-85040467205,SCOPUS_ID:85040467205,0,Erratum,
Retention of gadolinium-based contrast agents in multiple sclerosis: Retrospective analysis of an 18-year longitudinal study,2017,2017-07-01,American Journal of Neuroradiology,Forslin Y.,10.3174/ajnr.A5211,2-s2.0-85027011501,SCOPUS_ID:85027011501,51,Article,
Lumbar puncture test in normal pressure hydrocephalus: Does the volume of csf removed affect the response to tap?,2017,2017-07-01,American Journal of Neuroradiology,Thakur S.K.,10.3174/ajnr.A5187,2-s2.0-85027014374,SCOPUS_ID:85027014374,27,Article,
Discrimination between glioma grades II and III using dynamic susceptibility perfusion MRI: A meta-analysis,2017,2017-07-01,American Journal of Neuroradiology,Delgado A.F.,10.3174/ajnr.A5218,2-s2.0-85026997924,SCOPUS_ID:85026997924,50,Article,
Liquid embolic agents for endovascular embolization: Evaluation of an established (Onyx) and a novel (PHIL) embolic agent in an in vitro AVM model,2017,2017-07-01,American Journal of Neuroradiology,Vollherbst D.,10.3174/ajnr.A5203,2-s2.0-85027030900,SCOPUS_ID:85027030900,45,Article,
Appropriate minimal dose of gadobutrol for 3D time-resolved MRA of the supra-aortic arteries: Comparison with conventional single-phase high-resolution 3D contrast-enhanced MRA,2017,2017-07-01,American Journal of Neuroradiology,Bak S.H.,10.3174/ajnr.A5176,2-s2.0-85027046435,SCOPUS_ID:85027046435,11,Article,
3D T2-SPACE versus T2-FSE or T2 gradient recalled-echo: Which is the best sequence?,2017,2017-07-01,American Journal of Neuroradiology,Vargas M.I.,10.3174/ajnr.A5190,2-s2.0-85027020549,SCOPUS_ID:85027020549,6,Letter,
The qualified clinical data registry: A pathway to success within MACRA,2017,2017-07-01,American Journal of Neuroradiology,Chen M.M.,10.3174/ajnr.A5220,2-s2.0-85027046719,SCOPUS_ID:85027046719,17,Article,
Difficult lumbar puncture: Pitfalls and tips from the trenches,2017,2017-07-01,American Journal of Neuroradiology,Hudgins P.A.,10.3174/ajnr.A5128,2-s2.0-85027006684,SCOPUS_ID:85027006684,49,Review,
Correlation of thrombectomy maneuver count with recanalization success and clinical outcome in patients with ischemic stroke,2017,2017-07-01,American Journal of Neuroradiology,Seker F.,10.3174/ajnr.A5212,2-s2.0-85027027539,SCOPUS_ID:85027027539,58,Article,
The role of core needle biopsy for thyroid nodules with initially indeterminate results on previous fine-needle aspiration: A systematic review and meta-analysis,2017,2017-07-01,American Journal of Neuroradiology,Suh C.H.,10.3174/ajnr.A5182,2-s2.0-85027000921,SCOPUS_ID:85027000921,26,Article,
Validation of an MRI brain injury and growth scoring system in very preterm infants scanned at 29-to 35-week postmenstrual age,2017,2017-07-01,American Journal of Neuroradiology,George J.M.,10.3174/ajnr.A5191,2-s2.0-85027064653,SCOPUS_ID:85027064653,45,Article,
"Baseline survey of the neuroradiology work environment in the United States with reported trends in clinical work, nonclinical work, perceptions of trainees, and burnout metrics",2017,2017-07-01,American Journal of Neuroradiology,Chen J.Y.,10.3174/ajnr.A5215,2-s2.0-85027039031,SCOPUS_ID:85027039031,47,Review,
APOE∗E4 is associated with gray matter loss in the posterior cingulate cortex in healthy elderly controls subsequently developing subtle cognitive decline,2017,2017-07-01,American Journal of Neuroradiology,Haller S.,10.3174/ajnr.A5184,2-s2.0-85027045641,SCOPUS_ID:85027045641,30,Article,
What does the boxed warning tell us? Safe practice of using ferumoxytol as an MRI CONTRAST AGENT,2017,2017-07-01,American Journal of Neuroradiology,Varallyay C.G.,10.3174/ajnr.A5188,2-s2.0-85027063640,SCOPUS_ID:85027063640,46,Article,
"Mechanical thrombectomy with the embolus retriever with interlinked cages in acute ischemic stroke: ERIC, the new boy in the class",2017,2017-07-01,American Journal of Neuroradiology,Steglich-Arnholm H.,10.3174/ajnr.A5201,2-s2.0-85027044215,SCOPUS_ID:85027044215,12,Article,
Quantitative folding pattern analysis of early primary sulci in human fetuses with brain abnormalities,2017,2017-07-01,American Journal of Neuroradiology,Im K.,10.3174/ajnr.A5217,2-s2.0-85027021937,SCOPUS_ID:85027021937,37,Article,
Reply,2017,2017-07-01,American Journal of Neuroradiology,Chokshi F.,10.3174/ajnr.A5202,2-s2.0-85027058143,SCOPUS_ID:85027058143,0,Letter,
The use of noncontrast quantitative MRI to detect gadolinium-enhancing multiple sclerosis brain lesions: A systematic review and meta-analysis,2017,2017-07-01,American Journal of Neuroradiology,Gupta A.,10.3174/ajnr.A5209,2-s2.0-85027062439,SCOPUS_ID:85027062439,35,Article,
Prevalence of traumatic findings on routine MRI in a large cohort of professional fighters,2017,2017-07-01,American Journal of Neuroradiology,Lee J.K.,10.3174/ajnr.A5175,2-s2.0-85027036678,SCOPUS_ID:85027036678,32,Article,
Neuroradiologists compared with non-neuroradiologists in the detection of new multiple sclerosis plaques,2017,2017-07-01,American Journal of Neuroradiology,Wang W.,10.3174/ajnr.A5185,2-s2.0-85027073672,SCOPUS_ID:85027073672,17,Article,
Solid lymph nodes as an imaging biomarker for risk stratification in human papillomavirus-related oropharyngeal squamous cell carcinoma,2017,2017-07-01,American Journal of Neuroradiology,Rath T.J.,10.3174/ajnr.A5177,2-s2.0-85027076134,SCOPUS_ID:85027076134,19,Article,
3D-printed patient-specific models for CT-and MRI-guided procedure planning,2017,2017-07-01,American Journal of Neuroradiology,George E.,10.3174/ajnr.A5189,2-s2.0-85027060486,SCOPUS_ID:85027060486,5,Letter,
Characterization of extensive microstructural variations associated with punctate white matter lesions in preterm neonates,2017,2017-06-01,American Journal of Neuroradiology,Li X.,10.3174/ajnr.A5226,2-s2.0-85020549724,SCOPUS_ID:85020549724,19,Article,
Safety and efficacy of aneurysm treatment with the WEB: Results of the WEBCAST 2 study,2017,2017-06-01,American Journal of Neuroradiology,Pierot L.,10.3174/ajnr.A5178,2-s2.0-85020540914,SCOPUS_ID:85020540914,183,Article,
Enhancing the radiologist-patient relationship through improved communication: A quantitative readability analysis in spine radiology,2017,2017-06-01,American Journal of Neuroradiology,Hansberry D.R.,10.3174/ajnr.A5151,2-s2.0-85020540757,SCOPUS_ID:85020540757,8,Article,
Noninvasive assessment of IDH mutational status in World Health Organization grade II and III astrocytomas using DWI and DSC-PWI combined with conventional MR imaging,2017,2017-06-01,American Journal of Neuroradiology,Xing Z.,10.3174/ajnr.A5171,2-s2.0-85020529751,SCOPUS_ID:85020529751,120,Article,
"Striving for the best: How far should we go? Regarding ""impact of modified TICI 3 versus modified TICI 2b reperfusion score to predict good outcome following endovascular therapy""",2017,2017-06-01,American Journal of Neuroradiology,Kaesmacher J.,10.3174/ajnr.A5154,2-s2.0-85020498104,SCOPUS_ID:85020498104,7,Letter,
